Sample in Buffer,Trigger,counter[7:0],run_enable_q,direction_q,load_q,free_tick
160,0,8c,1,0,0,0
161,0,8d,1,0,0,0
162,0,8e,1,0,0,0
163,0,8f,1,0,0,0
164,0,90,1,0,0,0
165,0,91,1,0,0,0
166,0,92,1,0,0,0
167,0,93,1,0,0,0
168,0,94,1,0,0,0
169,0,95,1,0,0,0
170,0,96,1,0,0,0
171,0,97,1,0,0,0
172,0,98,1,0,0,0
173,0,99,1,0,0,0
174,0,9a,1,0,0,1
175,0,9b,1,0,0,1
176,0,9c,1,0,0,1
177,0,9d,1,0,0,1
178,0,9e,1,0,0,1
179,0,9f,1,0,0,1
180,0,a0,1,0,0,1
181,0,a1,1,0,0,1
182,0,a2,1,0,0,1
183,0,a3,1,0,0,1
184,0,a4,1,0,0,1
185,0,a5,1,0,0,1
186,0,a6,1,0,0,1
187,0,a7,1,0,0,1
188,0,a8,1,0,0,1
189,0,a9,1,0,0,1
190,0,aa,1,0,0,0
191,0,ab,1,0,0,0
192,0,ac,1,0,0,0
193,0,ad,1,0,0,0
194,0,ae,1,0,0,0
195,0,af,1,0,0,0
196,0,b0,1,0,0,0
197,0,b1,1,0,0,0
198,0,b2,1,0,0,0
199,0,b3,1,0,0,0
200,0,b4,1,0,0,0
201,0,b5,1,0,0,0
202,0,b6,1,0,0,0
203,0,b7,1,0,0,0
204,0,b8,1,0,0,0
205,0,b9,1,0,0,0
206,0,ba,1,0,0,1
207,0,bb,1,0,0,1
208,0,bc,1,0,0,1
209,0,bd,1,0,0,1
210,0,be,1,0,0,1
211,0,bf,1,0,0,1
212,0,c0,1,0,0,1
213,0,c1,1,0,0,1
214,0,c2,1,0,0,1
215,0,c3,1,0,0,1
216,0,c4,1,0,0,1
217,0,c5,1,0,0,1
218,0,c6,1,0,0,1
219,0,c7,1,0,0,1
220,0,c8,1,0,0,1
221,0,c9,1,0,0,1
222,0,ca,1,0,0,0
223,0,cb,1,0,0,0
224,0,cc,1,0,0,0
225,0,cd,1,0,0,0
226,0,ce,1,0,0,0
227,0,cf,1,0,0,0
228,0,d0,1,0,0,0
229,0,d1,1,0,0,0
230,0,d2,1,0,0,0
231,0,d3,1,0,0,0
232,0,d4,1,0,0,0
233,0,d5,1,0,0,0
234,0,d6,1,0,0,0
235,0,d7,1,0,0,0
236,0,d8,1,0,0,0
237,0,d9,1,0,0,0
238,0,da,1,0,0,1
239,0,db,1,0,0,1
240,0,dc,1,0,0,1
241,0,dd,1,0,0,1
242,0,de,1,0,0,1
243,0,df,1,0,0,1
244,0,e0,1,0,0,1
245,0,e1,1,0,0,1
246,0,e2,1,0,0,1
247,0,e3,1,0,0,1
248,0,e4,1,0,0,1
249,0,e5,1,0,0,1
250,0,e6,1,0,0,1
251,0,e7,1,0,0,1
252,0,e8,1,0,0,1
253,0,e9,1,0,0,1
254,0,ea,1,0,0,0
255,0,eb,1,0,0,0
256,0,ec,1,0,0,0
257,0,ed,1,0,0,0
258,0,ee,1,0,0,0
259,0,ef,1,0,0,0
260,0,f0,1,0,0,0
261,0,f1,1,0,0,0
262,0,f2,1,0,0,0
263,0,f3,1,0,0,0
264,0,f4,1,0,0,0
265,0,f5,1,0,0,0
266,0,f6,1,0,0,0
267,0,f7,1,0,0,0
268,0,f8,1,0,0,0
269,0,f9,1,0,0,0
270,0,fa,1,0,0,1
271,0,fb,1,0,0,1
272,0,fc,1,0,0,1
273,0,fd,1,0,0,1
274,0,fe,1,0,0,1
275,0,ff,1,0,0,1
276,0,0,1,0,0,1
277,0,1,1,0,0,1
278,0,2,1,0,0,1
279,0,3,1,0,0,1
280,0,4,1,0,0,1
281,0,5,1,0,0,1
282,0,6,1,0,0,1
283,0,7,1,0,0,1
284,0,8,1,0,0,1
285,0,9,1,0,0,1
286,0,a,1,0,0,0
287,0,b,1,0,0,0
288,0,c,1,0,0,0
289,0,d,1,0,0,0
290,0,e,1,0,0,0
291,0,f,1,0,0,0
292,0,10,1,0,0,0
293,0,11,1,0,0,0
294,0,12,1,0,0,0
295,0,13,1,0,0,0
296,0,14,1,0,0,0
297,0,15,1,0,0,0
298,0,16,1,0,0,0
299,0,17,1,0,0,0
300,0,18,1,0,0,0
301,0,19,1,0,0,0
302,0,1a,1,0,0,1
303,0,1b,1,0,0,1
304,0,1c,1,0,0,1
305,0,1d,1,0,0,1
306,0,1e,1,0,0,1
307,0,1f,1,0,0,1
308,0,20,1,0,0,1
309,0,21,1,0,0,1
310,0,22,1,0,0,1
311,0,23,1,0,0,1
312,0,24,1,0,0,1
313,0,25,1,0,0,1
314,0,26,1,0,0,1
315,0,27,1,0,0,1
316,0,28,1,0,0,1
317,0,29,1,0,0,1
318,0,2a,1,0,0,0
319,0,2b,1,0,0,0
320,0,2c,1,0,0,0
321,0,2d,1,0,0,0
322,0,2e,1,0,0,0
323,0,2f,1,0,0,0
324,0,30,1,0,0,0
325,0,31,1,0,0,0
326,0,32,1,0,0,0
327,0,33,1,0,0,0
328,0,34,1,0,0,0
329,0,35,1,0,0,0
330,0,36,1,0,0,0
331,0,37,1,0,0,0
332,0,38,1,0,0,0
333,0,39,1,0,0,0
334,0,3a,1,0,0,1
335,0,3b,1,0,0,1
336,0,3c,1,0,0,1
337,0,3d,1,0,0,1
338,0,3e,1,0,0,1
339,0,3f,1,0,0,1
340,0,40,1,0,0,1
341,0,41,1,0,0,1
342,0,42,1,0,0,1
343,0,43,1,0,0,1
344,0,44,1,0,0,1
345,0,45,1,0,0,1
346,0,46,1,0,0,1
347,0,47,1,0,0,1
348,0,48,1,0,0,1
349,0,49,1,0,0,1
350,0,4a,1,0,0,0
351,0,4b,1,0,0,0
352,0,4c,1,0,0,0
353,0,4d,1,0,0,0
354,0,4e,1,0,0,0
355,0,4f,1,0,0,0
356,0,50,1,0,0,0
357,0,51,1,0,0,0
358,0,52,1,0,0,0
359,0,53,1,0,0,0
360,0,54,1,0,0,0
361,0,55,1,0,0,0
362,0,56,1,0,0,0
363,0,57,1,0,0,0
364,0,58,1,0,0,0
365,0,59,1,0,0,0
366,0,5a,1,0,0,1
367,0,5b,1,0,0,1
368,0,5c,1,0,0,1
369,0,5d,1,0,0,1
370,0,5e,1,0,0,1
371,0,5f,1,0,0,1
372,0,60,1,0,0,1
373,0,61,1,0,0,1
374,0,62,1,0,0,1
375,0,63,1,0,0,1
376,0,64,1,0,0,1
377,0,65,1,0,0,1
378,0,66,1,0,0,1
379,0,67,1,0,0,1
380,0,68,1,0,0,1
381,0,69,1,0,0,1
382,0,6a,1,0,0,0
383,0,6b,1,0,0,0
384,0,6c,1,0,0,0
385,0,6d,1,0,0,0
386,0,6e,1,0,0,0
387,0,6f,1,0,0,0
388,0,70,1,0,0,0
389,0,71,1,0,0,0
390,0,72,1,0,0,0
391,0,73,1,0,0,0
392,0,74,1,0,0,0
393,0,75,1,0,0,0
394,0,76,1,0,0,0
395,0,77,1,0,0,0
396,0,78,1,0,0,0
397,0,79,1,0,0,0
398,0,7a,1,0,0,1
399,0,7b,1,0,0,1
400,0,7c,1,0,0,1
401,0,7d,1,0,0,1
402,0,7e,1,0,0,1
403,0,7f,1,0,0,1
404,0,80,1,0,0,1
405,0,81,1,0,0,1
406,0,82,1,0,0,1
407,0,83,1,0,0,1
408,0,84,1,0,0,1
409,0,85,1,0,0,1
410,0,86,1,0,0,1
411,0,87,1,0,0,1
412,0,88,1,0,0,1
413,0,89,1,0,0,1
414,0,8a,1,0,0,0
415,0,8b,1,0,0,0
416,0,8c,1,0,0,0
417,0,8d,1,0,0,0
418,0,8e,1,0,0,0
419,0,8f,1,0,0,0
420,0,90,1,0,0,0
421,0,91,1,0,0,0
422,0,92,1,0,0,0
423,0,93,1,0,0,0
424,0,94,1,0,0,0
425,0,95,1,0,0,0
426,0,96,1,0,0,0
427,0,97,1,0,0,0
428,0,98,1,0,0,0
429,0,99,1,0,0,0
430,0,9a,1,0,0,1
431,0,9b,1,0,0,1
432,0,9c,1,0,0,1
433,0,9d,1,0,0,1
434,0,9e,1,0,0,1
435,0,9f,1,0,0,1
436,0,a0,1,0,0,1
437,0,a1,1,0,0,1
438,0,a2,1,0,0,1
439,0,a3,1,0,0,1
440,0,a4,1,0,0,1
441,0,a5,1,0,0,1
442,0,a6,1,0,0,1
443,0,a7,1,0,0,1
444,0,a8,1,0,0,1
445,0,a9,1,0,0,1
446,0,aa,1,0,0,0
447,0,ab,1,0,0,0
448,0,ac,1,0,0,0
449,0,ad,1,0,0,0
450,0,ae,1,0,0,0
451,0,af,1,0,0,0
452,0,b0,1,0,0,0
453,0,b1,1,0,0,0
454,0,b2,1,0,0,0
455,0,b3,1,0,0,0
456,0,b4,1,0,0,0
457,0,b5,1,0,0,0
458,0,b6,1,0,0,0
459,0,b7,1,0,0,0
460,0,b8,1,0,0,0
461,0,b9,1,0,0,0
462,0,ba,1,0,0,1
463,0,bb,1,0,0,1
464,0,bc,1,0,0,1
465,0,bd,1,0,0,1
466,0,be,1,0,0,1
467,0,bf,1,0,0,1
468,0,c0,1,0,0,1
469,0,c1,1,0,0,1
470,0,c2,1,0,0,1
471,0,c3,1,0,0,1
472,0,c4,1,0,0,1
473,0,c5,1,0,0,1
474,0,c6,1,0,0,1
475,0,c7,1,0,0,1
476,0,c8,1,0,0,1
477,0,c9,1,0,0,1
478,0,ca,1,0,0,0
479,0,cb,1,0,0,0
480,0,cc,1,0,0,0
481,0,cd,1,0,0,0
482,0,ce,1,0,0,0
483,0,cf,1,0,0,0
484,0,d0,1,0,0,0
485,0,d1,1,0,0,0
486,0,d2,1,0,0,0
487,0,d3,1,0,0,0
488,0,d4,1,0,0,0
489,0,d5,1,0,0,0
490,0,d6,1,0,0,0
491,0,d7,1,0,0,0
492,0,d8,1,0,0,0
493,0,d9,1,0,0,0
494,0,da,1,0,0,1
495,0,db,1,0,0,1
496,0,dc,1,0,0,1
497,0,dd,1,0,0,1
498,0,de,1,0,0,1
499,0,df,1,0,0,1
500,0,e0,1,0,0,1
501,0,e1,1,0,0,1
502,0,e2,1,0,0,1
503,0,e3,1,0,0,1
504,0,e4,1,0,0,1
505,0,e5,1,0,0,1
506,0,e6,1,0,0,1
507,0,e7,1,0,0,1
508,0,e8,1,0,0,1
509,0,e9,1,0,0,1
510,0,ea,1,0,0,0
511,0,eb,1,0,0,0
512,0,ec,1,0,0,0
513,0,ed,1,0,0,0
514,0,ee,1,0,0,0
515,0,ef,1,0,0,0
516,0,f0,1,0,0,0
517,0,f1,1,0,0,0
518,0,f2,1,0,0,0
519,0,f3,1,0,0,0
520,0,f4,1,0,0,0
521,0,f5,1,0,0,0
522,0,f6,1,0,0,0
523,0,f7,1,0,0,0
524,0,f8,1,0,0,0
525,0,f9,1,0,0,0
526,0,fa,1,0,0,1
527,0,fb,1,0,0,1
528,0,fc,1,0,0,1
529,0,fd,1,0,0,1
530,0,fe,1,0,0,1
531,0,ff,1,0,0,1
532,0,0,1,0,0,1
533,0,1,1,0,0,1
534,0,2,1,0,0,1
535,0,3,1,0,0,1
536,0,4,1,0,0,1
537,0,5,1,0,0,1
538,0,6,1,0,0,1
539,0,7,1,0,0,1
540,0,8,1,0,0,1
541,0,9,1,0,0,1
542,0,a,1,0,0,0
543,0,b,1,0,0,0
544,0,c,1,0,0,0
545,0,d,1,0,0,0
546,0,e,1,0,0,0
547,0,f,1,0,0,0
548,0,10,1,0,0,0
549,0,11,1,0,0,0
550,0,12,1,0,0,0
551,0,13,1,0,0,0
552,0,14,1,0,0,0
553,0,15,1,0,0,0
554,0,16,1,0,0,0
555,0,17,1,0,0,0
556,0,18,1,0,0,0
557,0,19,1,0,0,0
558,0,1a,1,0,0,1
559,0,1b,1,0,0,1
560,0,1c,1,0,0,1
561,0,1d,1,0,0,1
562,0,1e,1,0,0,1
563,0,1f,1,0,0,1
564,0,20,1,0,0,1
565,0,21,1,0,0,1
566,0,22,1,0,0,1
567,0,23,1,0,0,1
568,0,24,1,0,0,1
569,0,25,1,0,0,1
570,0,26,1,0,0,1
571,0,27,1,0,0,1
572,0,28,1,0,0,1
573,0,29,1,0,0,1
574,0,2a,1,0,0,0
575,0,2b,1,0,0,0
576,0,2c,1,0,0,0
577,0,2d,1,0,0,0
578,0,2e,1,0,0,0
579,0,2f,1,0,0,0
580,0,30,1,0,0,0
581,0,31,1,0,0,0
582,0,32,1,0,0,0
583,0,33,1,0,0,0
584,0,34,1,0,0,0
585,0,35,1,0,0,0
586,0,36,1,0,0,0
587,0,37,1,0,0,0
588,0,38,1,0,0,0
589,0,39,1,0,0,0
590,0,3a,1,0,0,1
591,0,3b,1,0,0,1
592,0,3c,1,0,0,1
593,0,3d,1,0,0,1
594,0,3e,1,0,0,1
595,0,3f,1,0,0,1
596,0,40,1,0,0,1
597,0,41,1,0,0,1
598,0,42,1,0,0,1
599,0,43,1,0,0,1
600,0,44,1,0,0,1
601,0,45,1,0,0,1
602,0,46,1,0,0,1
603,0,47,1,0,0,1
604,0,48,1,0,0,1
605,0,49,1,0,0,1
606,0,4a,1,0,0,0
607,0,4b,1,0,0,0
608,0,4c,1,0,0,0
609,0,4d,1,0,0,0
610,0,4e,1,0,0,0
611,0,4f,1,0,0,0
612,0,50,1,0,0,0
613,0,51,1,0,0,0
614,0,52,1,0,0,0
615,0,53,1,0,0,0
616,0,54,1,0,0,0
617,0,55,1,0,0,0
618,0,56,1,0,0,0
619,0,57,1,0,0,0
620,0,58,1,0,0,0
621,0,59,1,0,0,0
622,0,5a,1,0,0,1
623,0,5b,1,0,0,1
624,0,5c,1,0,0,1
625,0,5d,1,0,0,1
626,0,5e,1,0,0,1
627,0,5f,1,0,0,1
628,0,60,1,0,0,1
629,0,61,1,0,0,1
630,0,62,1,0,0,1
631,0,63,1,0,0,1
632,0,64,1,0,0,1
633,0,65,1,0,0,1
634,0,66,1,0,0,1
635,0,67,1,0,0,1
636,0,68,1,0,0,1
637,0,69,1,0,0,1
638,0,6a,1,0,0,0
639,0,6b,1,0,0,0
640,0,6c,1,0,0,0
641,0,6d,1,0,0,0
642,0,6e,1,0,0,0
643,0,6f,1,0,0,0
644,0,70,1,0,0,0
645,0,71,1,0,0,0
646,0,72,1,0,0,0
647,0,73,1,0,0,0
648,0,74,1,0,0,0
649,0,75,1,0,0,0
650,0,76,1,0,0,0
651,0,77,1,0,0,0
652,0,78,1,0,0,0
653,0,79,1,0,0,0
654,0,7a,1,0,0,1
655,0,7b,1,0,0,1
656,0,7c,1,0,0,1
657,0,7d,1,0,0,1
658,0,7e,1,0,0,1
659,0,7f,1,0,0,1
660,0,80,1,0,0,1
661,0,81,1,0,0,1
662,0,82,1,0,0,1
663,0,83,1,0,0,1
664,0,84,1,0,0,1
665,0,85,1,0,0,1
666,0,86,1,0,0,1
667,0,87,1,0,0,1
668,0,88,1,0,0,1
669,0,89,1,0,0,1
670,0,8a,1,0,0,0
671,0,8b,1,0,0,0
672,0,8c,1,0,0,0
673,0,8d,1,0,0,0
674,0,8e,1,0,0,0
675,0,8f,1,0,0,0
676,0,90,1,0,0,0
677,0,91,1,0,0,0
678,0,92,1,0,0,0
679,0,93,1,0,0,0
680,0,94,1,0,0,0
681,0,95,1,0,0,0
682,0,96,1,0,0,0
683,0,97,1,0,0,0
684,0,98,1,0,0,0
685,0,99,1,0,0,0
686,0,9a,1,0,0,1
687,0,9b,1,0,0,1
688,0,9c,1,0,0,1
689,0,9d,1,0,0,1
690,0,9e,1,0,0,1
691,0,9f,1,0,0,1
692,0,a0,1,0,0,1
693,0,a1,1,0,0,1
694,0,a2,1,0,0,1
695,0,a3,1,0,0,1
696,0,a4,1,0,0,1
697,0,a5,1,0,0,1
698,0,a6,1,0,0,1
699,0,a7,1,0,0,1
700,0,a8,1,0,0,1
701,0,a9,1,0,0,1
702,0,aa,1,0,0,0
703,0,ab,1,0,0,0
704,0,ac,1,0,0,0
705,0,ad,1,0,0,0
706,0,ae,1,0,0,0
707,0,af,1,0,0,0
708,0,b0,1,0,0,0
709,0,b1,1,0,0,0
710,0,b2,1,0,0,0
711,0,b3,1,0,0,0
712,0,b4,1,0,0,0
713,0,b5,1,0,0,0
714,0,b6,1,0,0,0
715,0,b7,1,0,0,0
716,0,b8,1,0,0,0
717,0,b9,1,0,0,0
718,0,ba,1,0,0,1
719,0,bb,1,0,0,1
720,0,bc,1,0,0,1
721,0,bd,1,0,0,1
722,0,be,1,0,0,1
723,0,bf,1,0,0,1
724,0,c0,1,0,0,1
725,0,c1,1,0,0,1
726,0,c2,1,0,0,1
727,0,c3,1,0,0,1
728,0,c4,1,0,0,1
729,0,c5,1,0,0,1
730,0,c6,1,0,0,1
731,0,c7,1,0,0,1
732,0,c8,1,0,0,1
733,0,c9,1,0,0,1
734,0,ca,1,0,0,0
735,0,cb,1,0,0,0
736,0,cc,1,0,0,0
737,0,cd,1,0,0,0
738,0,ce,1,0,0,0
739,0,cf,1,0,0,0
740,0,d0,1,0,0,0
741,0,d1,1,0,0,0
742,0,d2,1,0,0,0
743,0,d3,1,0,0,0
744,0,d4,1,0,0,0
745,0,d5,1,0,0,0
746,0,d6,1,0,0,0
747,0,d7,1,0,0,0
748,0,d8,1,0,0,0
749,0,d9,1,0,0,0
750,0,da,1,0,0,1
751,0,db,1,0,0,1
752,0,dc,1,0,0,1
753,0,dd,1,0,0,1
754,0,de,1,0,0,1
755,0,df,1,0,0,1
756,0,e0,1,0,0,1
757,0,e1,1,0,0,1
758,0,e2,1,0,0,1
759,0,e3,1,0,0,1
760,0,e4,1,0,0,1
761,0,e5,1,0,0,1
762,0,e6,1,0,0,1
763,0,e7,1,0,0,1
764,0,e8,1,0,0,1
765,0,e9,1,0,0,1
766,0,ea,1,0,0,0
767,0,eb,1,0,0,0
768,0,ec,1,0,0,0
769,0,ed,1,0,0,0
770,0,ee,1,0,0,0
771,0,ef,1,0,0,0
772,0,f0,1,0,0,0
773,0,f1,1,0,0,0
774,0,f2,1,0,0,0
775,0,f3,1,0,0,0
776,0,f4,1,0,0,0
777,0,f5,1,0,0,0
778,0,f6,1,0,0,0
779,0,f7,1,0,0,0
780,0,f8,1,0,0,0
781,0,f9,1,0,0,0
782,0,fa,1,0,0,1
783,0,fb,1,0,0,1
784,0,fc,1,0,0,1
785,0,fd,1,0,0,1
786,0,fe,1,0,0,1
787,0,ff,1,0,0,1
788,0,0,1,0,0,1
789,0,1,1,0,0,1
790,0,2,1,0,0,1
791,0,3,1,0,0,1
792,0,4,1,0,0,1
793,0,5,1,0,0,1
794,0,6,1,0,0,1
795,0,7,1,0,0,1
796,0,8,1,0,0,1
797,0,9,1,0,0,1
798,0,a,1,0,0,0
799,0,b,1,0,0,0
800,0,c,1,0,0,0
801,0,d,1,0,0,0
802,0,e,1,0,0,0
803,0,f,1,0,0,0
804,0,10,1,0,0,0
805,0,11,1,0,0,0
806,0,12,1,0,0,0
807,0,13,1,0,0,0
808,0,14,1,0,0,0
809,0,15,1,0,0,0
810,0,16,1,0,0,0
811,0,17,1,0,0,0
812,0,18,1,0,0,0
813,0,19,1,0,0,0
814,0,1a,1,0,0,1
815,0,1b,1,0,0,1
816,0,1c,1,0,0,1
817,0,1d,1,0,0,1
818,0,1e,1,0,0,1
819,0,1f,1,0,0,1
820,0,20,1,0,0,1
821,0,21,1,0,0,1
822,0,22,1,0,0,1
823,0,23,1,0,0,1
824,0,24,1,0,0,1
825,0,25,1,0,0,1
826,0,26,1,0,0,1
827,0,27,1,0,0,1
828,0,28,1,0,0,1
829,0,29,1,0,0,1
830,0,2a,1,0,0,0
831,0,2b,1,0,0,0
832,0,2c,1,0,0,0
833,0,2d,1,0,0,0
834,0,2e,1,0,0,0
835,0,2f,1,0,0,0
836,0,30,1,0,0,0
837,0,31,1,0,0,0
838,0,32,1,0,0,0
839,0,33,1,0,0,0
840,0,34,1,0,0,0
841,0,35,1,0,0,0
842,0,36,1,0,0,0
843,0,37,1,0,0,0
844,0,38,1,0,0,0
845,0,39,1,0,0,0
846,0,3a,1,0,0,1
847,0,3b,1,0,0,1
848,0,3c,1,0,0,1
849,0,3d,1,0,0,1
850,0,3e,1,0,0,1
851,0,3f,1,0,0,1
852,0,40,1,0,0,1
853,0,41,1,0,0,1
854,0,42,1,0,0,1
855,0,43,1,0,0,1
856,0,44,1,0,0,1
857,0,45,1,0,0,1
858,0,46,1,0,0,1
859,0,47,1,0,0,1
860,0,48,1,0,0,1
861,0,49,1,0,0,1
862,0,4a,1,0,0,0
863,0,4b,1,0,0,0
864,0,4c,1,0,0,0
865,0,4d,1,0,0,0
866,0,4e,1,0,0,0
867,0,4f,1,0,0,0
868,0,50,1,0,0,0
869,0,51,1,0,0,0
870,0,52,1,0,0,0
871,0,53,1,0,0,0
872,0,54,1,0,0,0
873,0,55,1,0,0,0
874,0,56,1,0,0,0
875,0,57,1,0,0,0
876,0,58,1,0,0,0
877,0,59,1,0,0,0
878,0,5a,1,0,0,1
879,0,5b,1,0,0,1
880,0,5c,1,0,0,1
881,0,5d,1,0,0,1
882,0,5e,1,0,0,1
883,0,5f,1,0,0,1
884,0,60,1,0,0,1
885,0,61,1,0,0,1
886,0,62,1,0,0,1
887,0,63,1,0,0,1
888,0,64,1,0,0,1
889,0,65,1,0,0,1
890,0,66,1,0,0,1
891,0,67,1,0,0,1
892,0,68,1,0,0,1
893,0,69,1,0,0,1
894,0,6a,1,0,0,0
895,0,6b,1,0,0,0
896,0,6c,1,0,0,0
897,0,6d,1,0,0,0
898,0,6e,1,0,0,0
899,0,6f,1,0,0,0
900,0,70,1,0,0,0
901,0,71,1,0,0,0
902,0,72,1,0,0,0
903,0,73,1,0,0,0
904,0,74,1,0,0,0
905,0,75,1,0,0,0
906,0,76,1,0,0,0
907,0,77,1,0,0,0
908,0,78,1,0,0,0
909,0,79,1,0,0,0
910,0,7a,1,0,0,1
911,0,7b,1,0,0,1
912,0,7c,1,0,0,1
913,0,7d,1,0,0,1
914,0,7e,1,0,0,1
915,0,7f,1,0,0,1
916,0,80,1,0,0,1
917,0,81,1,0,0,1
918,0,82,1,0,0,1
919,0,83,1,0,0,1
920,0,84,1,0,0,1
921,0,85,1,0,0,1
922,0,86,1,0,0,1
923,0,87,1,0,0,1
924,0,88,1,0,0,1
925,0,89,1,0,0,1
926,0,8a,1,0,0,0
927,0,8b,1,0,0,0
928,0,8c,1,0,0,0
929,0,8d,1,0,0,0
930,0,8e,1,0,0,0
931,0,8f,1,0,0,0
932,0,90,1,0,0,0
933,0,91,1,0,0,0
934,0,92,1,0,0,0
935,0,93,1,0,0,0
936,0,94,1,0,0,0
937,0,95,1,0,0,0
938,0,96,1,0,0,0
939,0,97,1,0,0,0
940,0,98,1,0,0,0
941,0,99,1,0,0,0
942,0,9a,1,0,0,1
943,0,9b,1,0,0,1
944,0,9c,1,0,0,1
945,0,9d,1,0,0,1
946,0,9e,1,0,0,1
947,0,9f,1,0,0,1
948,0,a0,1,0,0,1
949,0,a1,1,0,0,1
950,0,a2,1,0,0,1
951,0,a3,1,0,0,1
952,0,a4,1,0,0,1
953,0,a5,1,0,0,1
954,0,a6,1,0,0,1
955,0,a7,1,0,0,1
956,0,a8,1,0,0,1
